Bulan,Tahun,Tanggal,Kurs,terbesar sejak?,21-Aug-2025
2,2025,18-Feb-2025,"Rp16,275.00",17 February 2025,-16275
2,2025,19-Feb-2025,"Rp16,357.00",18 February 2025,-16357
2,2025,20-Feb-2025,"Rp16,344.00",18 February 2025,-16344
2,2025,21-Feb-2025,"Rp16,300.00",18 February 2025,-16300
2,2025,24-Feb-2025,"Rp16,303.00",21 February 2025,-16303
2,2025,25-Feb-2025,"Rp16,316.00",24 February 2025,-16316
2,2025,26-Feb-2025,"Rp16,387.00",25 February 2025,-16387
2,2025,27-Feb-2025,"Rp16,431.00",26 February 2025,-16431
2,2025,28-Feb-2025,"Rp16,575.00",27 February 2025,-16575
3,2025,3-Mar-2025,"Rp16,506.00",27 February 2025,-16506
3,2025,4-Mar-2025,"Rp16,443.00",27 February 2025,-16443
3,2025,5-Mar-2025,"Rp16,371.00",25 February 2025,-16371
3,2025,6-Mar-2025,"Rp16,315.00",24 February 2025,-16315
3,2025,7-Mar-2025,"Rp16,336.00",06 March 2025,-16336
3,2025,10-Mar-2025,"Rp16,326.00",06 March 2025,-16326
3,2025,11-Mar-2025,"Rp16,430.00",10 March 2025,-16430
3,2025,12-Mar-2025,"Rp16,453.00",11 March 2025,-16453
3,2025,13-Mar-2025,"Rp16,428.00",10 March 2025,-16428
3,2025,14-Mar-2025,"Rp16,392.00",10 March 2025,-16392
3,2025,17-Mar-2025,"Rp16,379.00",10 March 2025,-16379
3,2025,18-Mar-2025,"Rp16,432.00",17 March 2025,-16432
3,2025,19-Mar-2025,"Rp16,528.00",18 March 2025,-16528
3,2025,20-Mar-2025,"Rp16,481.00",18 March 2025,-16481
3,2025,21-Mar-2025,"Rp16,501.00",20 March 2025,-16501
3,2025,24-Mar-2025,"Rp16,561.00",21 March 2025,-16561
3,2025,25-Mar-2025,"Rp16,622.00",24 March 2025,-16622
3,2025,26-Mar-2025,"Rp16,588.00",24 March 2025,-16588
3,2025,27-Mar-2025,"Rp16,566.00",24 March 2025,-16566
4,2025,8-Apr-2025,"Rp16,849.00",27 March 2025,-16849
4,2025,9-Apr-2025,"Rp16,943.00",08 April 2025,-16943
4,2025,10-Apr-2025,"Rp16,779.00",27 March 2025,-16779
4,2025,11-Apr-2025,"Rp16,805.00",10 April 2025,-16805
4,2025,14-Apr-2025,"Rp16,773.00",27 March 2025,-16773
4,2025,15-Apr-2025,"Rp16,815.00",14 April 2025,-16815
4,2025,16-Apr-2025,"Rp16,845.00",15 April 2025,-16845
4,2025,17-Apr-2025,"Rp16,833.00",15 April 2025,-16833
4,2025,21-Apr-2025,"Rp16,808.00",14 April 2025,-16808
4,2025,22-Apr-2025,"Rp16,862.00",21 April 2025,-16862
4,2025,23-Apr-2025,"Rp16,880.00",22 April 2025,-16880
4,2025,24-Apr-2025,"Rp16,884.00",23 April 2025,-16884
4,2025,25-Apr-2025,"Rp16,829.00",21 April 2025,-16829
4,2025,28-Apr-2025,"Rp16,862.00",25 April 2025,-16862
4,2025,29-Apr-2025,"Rp16,787.00",14 April 2025,-16787
4,2025,30-Apr-2025,"Rp16,679.00",27 March 2025,-16679
5,2025,2-May-2025,"Rp16,493.00",20 March 2025,-16493
5,2025,5-May-2025,"Rp16,421.00",17 March 2025,-16421
5,2025,6-May-2025,"Rp16,472.00",05 May 2025,-16472
5,2025,7-May-2025,"Rp16,533.00",06 May 2025,-16533
5,2025,8-May-2025,"Rp16,497.00",06 May 2025,-16497
5,2025,9-May-2025,"Rp16,532.00",08 May 2025,-16532
5,2025,14-May-2025,"Rp16,568.00",09 May 2025,-16568
5,2025,15-May-2025,"Rp16,535.00",09 May 2025,-16535
5,2025,16-May-2025,"Rp16,424.00",05 May 2025,-16424
5,2025,19-May-2025,"Rp16,455.00",16 May 2025,-16455
5,2025,20-May-2025,"Rp16,406.00",17 March 2025,-16406
5,2025,21-May-2025,"Rp16,413.00",20 May 2025,-16413
5,2025,22-May-2025,"Rp16,313.00",24 February 2025,-16313
5,2025,23-May-2025,"Rp16,289.00",18 February 2025,-16289
5,2025,26-May-2025,"Rp16,207.00",24 January 2025,-16207
5,2025,27-May-2025,"Rp16,255.00",26 May 2025,-16255
5,2025,28-May-2025,"Rp16,300.00",27 May 2025,-16300
6,2025,2-Jun-2025,"Rp16,297.00",27 May 2025,-16297
6,2025,3-Jun-2025,"Rp16,288.00",27 May 2025,-16288
6,2025,4-Jun-2025,"Rp16,305.00",03 June 2025,-16305
6,2025,5-Jun-2025,"Rp16,277.00",27 May 2025,-16277
6,2025,10-Jun-2025,"Rp16,276.00",27 May 2025,-16276
6,2025,11-Jun-2025,"Rp16,265.00",27 May 2025,-16265
6,2025,12-Jun-2025,"Rp16,237.00",26 May 2025,-16237
6,2025,13-Jun-2025,"Rp16,293.00",12 June 2025,-16293
6,2025,16-Jun-2025,"Rp16,296.00",13 June 2025,-16296
6,2025,17-Jun-2025,"Rp16,281.00",12 June 2025,-16281
6,2025,18-Jun-2025,"Rp16,319.00",17 June 2025,-16319
6,2025,19-Jun-2025,"Rp16,378.00",18 June 2025,-16378
6,2025,20-Jun-2025,"Rp16,399.00",19 June 2025,-16399
6,2025,23-Jun-2025,"Rp16,484.00",20 June 2025,-16484
6,2025,24-Jun-2025,"Rp16,370.00",18 June 2025,-16370
6,2025,25-Jun-2025,"Rp16,292.00",17 June 2025,-16292
6,2025,26-Jun-2025,"Rp16,233.00",26 May 2025,-16233
6,2025,30-Jun-2025,"Rp16,231.00",26 May 2025,-16231
7,2025,1-Jul-2025,"Rp16,192.00",07 January 2025,-16192
7,2025,2-Jul-2025,"Rp16,236.00",01 July 2025,-16236
7,2025,3-Jul-2025,"Rp16,209.00",01 July 2025,-16209
7,2025,4-Jul-2025,"Rp16,204.00",01 July 2025,-16204
7,2025,7-Jul-2025,"Rp16,237.00",04 July 2025,-16237
7,2025,8-Jul-2025,"Rp16,238.00",07 July 2025,-16238
7,2025,9-Jul-2025,"Rp16,254.00",08 July 2025,-16254
7,2025,10-Jul-2025,"Rp16,220.00",04 July 2025,-16220
7,2025,11-Jul-2025,"Rp16,221.00",10 July 2025,-16221
7,2025,14-Jul-2025,"Rp16,247.00",11 July 2025,-16247
7,2025,15-Jul-2025,"Rp16,281.00",14 July 2025,-16281
7,2025,16-Jul-2025,"Rp16,288.00",15 July 2025,-16288
7,2025,17-Jul-2025,"Rp16,329.00",16 July 2025,-16329
7,2025,18-Jul-2025,"Rp16,301.00",16 July 2025,-16301
7,2025,21-Jul-2025,"Rp16,330.00",18 July 2025,-16330
7,2025,22-Jul-2025,"Rp16,307.00",18 July 2025,-16307
7,2025,23-Jul-2025,"Rp16,298.00",16 July 2025,-16298
7,2025,24-Jul-2025,"Rp16,283.00",15 July 2025,-16283
7,2025,25-Jul-2025,"Rp16,325.00",24 July 2025,-16325
7,2025,28-Jul-2025,"Rp16,341.00",25 July 2025,-16341
7,2025,29-Jul-2025,"Rp16,399.00",28 July 2025,-16399
7,2025,30-Jul-2025,"Rp16,387.00",28 July 2025,-16387
7,2025,31-Jul-2025,"Rp16,459.00",30 July 2025,-16459
8,2025,1-Aug-2025,"Rp16,494.00",31 July 2025,-16494
8,2025,4-Aug-2025,"Rp16,388.00",30 July 2025,-16388
8,2025,5-Aug-2025,"Rp16,388.00",30 July 2025,-16388
8,2025,6-Aug-2025,"Rp16,379.00",28 July 2025,-16379
8,2025,7-Aug-2025,"Rp16,312.00",24 July 2025,-16312
8,2025,8-Aug-2025,"Rp16,299.00",24 July 2025,-16299
8,2025,11-Aug-2025,"Rp16,253.00",14 July 2025,-16253
8,2025,12-Aug-2025,"Rp16,298.00",11 August 2025,-16298
8,2025,13-Aug-2025,"Rp16,237.00",11 July 2025,-16237
8,2025,14-Aug-2025,"Rp16,109.00",18 December 2024,-16109
8,2025,15-Aug-2025,"Rp16,162.00",14 August 2025,-16162
8,2025,19-Aug-2025,"Rp16,241.00",15 August 2025,-16241
8,2025,20-Aug-2025,"Rp16,291.00",19 August 2025,-16291
8,2025,21-Aug-2025,"Rp16,283.00",19 August 2025,-16283
